"Source","Target","論文ID","論文タイトル","所属1","所属2","発行日"
"5 ナノバイオ・ナノメディシン・ドラッグデリバリー・診断治療の設計・応用","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-021-01003-1","All-in-one two-dimensional retinomorphic hardware device for motion detection and recognition","","","2024/05/31"
"1 二次元材料・層状材料・グラフェン・TMDs関連","8 デバイス動作・システムレベル評価・応用","https://doi.org/10.1038/s41565-021-01003-1","All-in-one two-dimensional retinomorphic hardware device for motion detection and recognition","","","2024/05/31"
"8 デバイス動作・システムレベル評価・応用","10 計測技術・センシング・検出・イメージング","https://doi.org/10.1038/s41565-021-01003-1","All-in-one two-dimensional retinomorphic hardware device for motion detection and recognition","","","2024/05/31"
"4 触媒・電池・エネルギー材料・エネルギー変換技術の開発・性能向上","11 セラミックス・酸化物・誘電体・光学材料","https://doi.org/10.1038/s41565-021-00895-3","Nanophotonics for light detection and ranging technology","","","2022/10/22"
"11 セラミックス・酸化物・誘電体・光学材料","2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","https://doi.org/10.1038/s41565-021-00895-3","Nanophotonics for light detection and ranging technology","","","2022/10/22"
"2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","10 計測技術・センシング・検出・イメージング","https://doi.org/10.1038/s41565-021-00895-3","Nanophotonics for light detection and ranging technology","","","2022/10/22"
"11 界面・表面・ナノスケール構造・ダイナミクスの可視化・制御・解析","7 DNAオリガミ・核酸ナノ構造・DNA/RNAデバイス","https://doi.org/10.1038/s41565-020-0719-0","Role of nanoscale antigen organization on B-cell activation probed using DNA origami","","","2024/11/01"
"7 DNAオリガミ・核酸ナノ構造・DNA/RNAデバイス","12 DNA/RNA・分子ナノテク・バイオナノデバイス","https://doi.org/10.1038/s41565-020-0719-0","Role of nanoscale antigen organization on B-cell activation probed using DNA origami","","","2024/11/01"
"12 DNA/RNA・分子ナノテク・バイオナノデバイス","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-020-0719-0","Role of nanoscale antigen organization on B-cell activation probed using DNA origami","","","2024/11/01"
"4 触媒・電池・エネルギー材料・エネルギー変換技術の開発・性能向上","11 セラミックス・酸化物・誘電体・光学材料","https://doi.org/10.1038/s41565-020-00787-y","All-solid-state spatial light modulator with independent phase and amplitude control for three-dimensional LiDAR applications","","","2024/07/04"
"11 セラミックス・酸化物・誘電体・光学材料","2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","https://doi.org/10.1038/s41565-020-00787-y","All-solid-state spatial light modulator with independent phase and amplitude control for three-dimensional LiDAR applications","","","2024/07/04"
"2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-020-00787-y","All-solid-state spatial light modulator with independent phase and amplitude control for three-dimensional LiDAR applications","","","2024/07/04"
"6 環境・安全性・リスク評価・サステナビリティ・規制・社会実装","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-021-01059-z","Interfacial ferroelectricity in rhombohedral-stacked bilayer transition metal dichalcogenides","","","2022/02/17"
"1 二次元材料・層状材料・グラフェン・TMDs関連","10 マルチモーダル・複合的解析・統合手法","https://doi.org/10.1038/s41565-021-01059-z","Interfacial ferroelectricity in rhombohedral-stacked bilayer transition metal dichalcogenides","","","2022/02/17"
"10 マルチモーダル・複合的解析・統合手法","3 構造・組成・形態・界面・表面特性","https://doi.org/10.1038/s41565-021-01059-z","Interfacial ferroelectricity in rhombohedral-stacked bilayer transition metal dichalcogenides","","","2022/02/17"
"4 触媒・電池・エネルギー材料・エネルギー変換技術の開発・性能向上","5 ポリマー・高分子・有機材料・有機半導体","https://doi.org/10.1038/s41565-021-00987-0","Subambient daytime radiative cooling textile based on nanoprocessed silk","","","2024/07/27"
"5 ポリマー・高分子・有機材料・有機半導体","1 材料合成・薄膜形成","https://doi.org/10.1038/s41565-021-00987-0","Subambient daytime radiative cooling textile based on nanoprocessed silk","","","2024/07/27"
"1 材料合成・薄膜形成","11 機械/熱/環境特性・耐久・リサイクル","https://doi.org/10.1038/s41565-021-00987-0","Subambient daytime radiative cooling textile based on nanoprocessed silk","","","2024/07/27"
"4 触媒・電池・エネルギー材料・エネルギー変換技術の開発・性能向上","14 その他（複合材料・特殊構造体等）","https://doi.org/10.1038/s41565-022-01168-3","Metal–organic frameworks and covalent organic frameworks as disruptive membrane materials for energy-efficient gas separation","","","2023/04/18"
"14 その他（複合材料・特殊構造体等）","13 レビュー・総説・動向分析・社会データ","https://doi.org/10.1038/s41565-022-01168-3","Metal–organic frameworks and covalent organic frameworks as disruptive membrane materials for energy-efficient gas separation","","","2023/04/18"
"13 レビュー・総説・動向分析・社会データ","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-022-01168-3","Metal–organic frameworks and covalent organic frameworks as disruptive membrane materials for energy-efficient gas separation","","","2023/04/18"
"6 環境・安全性・リスク評価・サステナビリティ・規制・社会実装","4 金属・合金・ナノ粒子・触媒材料","https://doi.org/10.1038/s41565-020-00799-8","Nanoscale engineering of catalytic materials for sustainable technologies","","","2021/10/04"
"4 金属・合金・ナノ粒子・触媒材料","1 材料合成・薄膜形成","https://doi.org/10.1038/s41565-020-00799-8","Nanoscale engineering of catalytic materials for sustainable technologies","","","2021/10/04"
"1 材料合成・薄膜形成","5 化学反応性・触媒活性・電気化学特性","https://doi.org/10.1038/s41565-020-00799-8","Nanoscale engineering of catalytic materials for sustainable technologies","","","2021/10/04"
"2 デバイス・機能材料の設計・開発・動作・応用","9 バッテリー材料・電極・電解質","https://doi.org/10.1038/s41565-023-01341-2","A dielectric electrolyte composite with high lithium-ion conductivity for high-voltage solid-state lithium metal batteries","","","2023/08/22"
"9 バッテリー材料・電極・電解質","10 マルチモーダル・複合的解析・統合手法","https://doi.org/10.1038/s41565-023-01341-2","A dielectric electrolyte composite with high lithium-ion conductivity for high-voltage solid-state lithium metal batteries","","","2023/08/22"
"10 マルチモーダル・複合的解析・統合手法","5 化学反応性・触媒活性・電気化学特性","https://doi.org/10.1038/s41565-023-01341-2","A dielectric electrolyte composite with high lithium-ion conductivity for high-voltage solid-state lithium metal batteries","","","2023/08/22"
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","6 リポソーム・LNP・バイオナノ材料","https://doi.org/10.1038/s41565-020-0732-3","Immune-mediated approaches against COVID-19","","","2022/09/20"
"6 リポソーム・LNP・バイオナノ材料","13 レビュー・総説・動向分析・社会データ","https://doi.org/10.1038/s41565-020-0732-3","Immune-mediated approaches against COVID-19","","","2022/09/20"
"13 レビュー・総説・動向分析・社会データ","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-020-0732-3","Immune-mediated approaches against COVID-19","","","2022/09/20"
"2 デバイス・機能材料の設計・開発・動作・応用","14 その他（複合材料・特殊構造体等）","https://doi.org/10.1038/s41565-022-01193-2","Nanopore-based technologies beyond DNA sequencing","","","2020/08/11"
"14 その他（複合材料・特殊構造体等）","12 DNA/RNA・分子ナノテク・バイオナノデバイス","https://doi.org/10.1038/s41565-022-01193-2","Nanopore-based technologies beyond DNA sequencing","","","2020/08/11"
"12 DNA/RNA・分子ナノテク・バイオナノデバイス","10 計測技術・センシング・検出・イメージング","https://doi.org/10.1038/s41565-022-01193-2","Nanopore-based technologies beyond DNA sequencing","","","2020/08/11"
"5 ナノバイオ・ナノメディシン・ドラッグデリバリー・診断治療の設計・応用","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-020-0765-7","2D metal–organic framework for stable perovskite solar cells with minimized lead leakage","","","2021/08/11"
"1 二次元材料・層状材料・グラフェン・TMDs関連","2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","https://doi.org/10.1038/s41565-020-0765-7","2D metal–organic framework for stable perovskite solar cells with minimized lead leakage","","","2021/08/11"
"2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","4 材料の安定性・耐久性・分散・リサイクル性等","https://doi.org/10.1038/s41565-020-0765-7","2D metal–organic framework for stable perovskite solar cells with minimized lead leakage","","","2021/08/11"
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","5 ポリマー・高分子・有機材料・有機半導体","https://doi.org/10.1038/s41565-021-00903-6","Bilayer of polyelectrolyte films for spontaneous power generation in air up to an integrated 1,000 V output","","","2022/05/16"
