"Source","Target","論文ID","論文タイトル","所属1","所属2"
"12 DNA/RNA・分子ナノテク・バイオナノデバイス","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-020-0719-0","Role of nanoscale antigen organization on B-cell activation probed using DNA origami","",""
"4 触媒・電池・エネルギー材料・エネルギー変換技術の開発・性能向上","11 セラミックス・酸化物・誘電体・光学材料","https://doi.org/10.1038/s41565-020-00787-y","All-solid-state spatial light modulator with independent phase and amplitude control for three-dimensional LiDAR applications","",""
"11 セラミックス・酸化物・誘電体・光学材料","2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","https://doi.org/10.1038/s41565-020-00787-y","All-solid-state spatial light modulator with independent phase and amplitude control for three-dimensional LiDAR applications","",""
"2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-020-00787-y","All-solid-state spatial light modulator with independent phase and amplitude control for three-dimensional LiDAR applications","",""
"6 環境・安全性・リスク評価・サステナビリティ・規制・社会実装","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-021-01059-z","Interfacial ferroelectricity in rhombohedral-stacked bilayer transition metal dichalcogenides","",""
"1 二次元材料・層状材料・グラフェン・TMDs関連","10 マルチモーダル・複合的解析・統合手法","https://doi.org/10.1038/s41565-021-01059-z","Interfacial ferroelectricity in rhombohedral-stacked bilayer transition metal dichalcogenides","",""
"10 マルチモーダル・複合的解析・統合手法","3 構造・組成・形態・界面・表面特性","https://doi.org/10.1038/s41565-021-01059-z","Interfacial ferroelectricity in rhombohedral-stacked bilayer transition metal dichalcogenides","",""
"4 触媒・電池・エネルギー材料・エネルギー変換技術の開発・性能向上","5 ポリマー・高分子・有機材料・有機半導体","https://doi.org/10.1038/s41565-021-00987-0","Subambient daytime radiative cooling textile based on nanoprocessed silk","",""
"5 ポリマー・高分子・有機材料・有機半導体","1 材料合成・薄膜形成","https://doi.org/10.1038/s41565-021-00987-0","Subambient daytime radiative cooling textile based on nanoprocessed silk","",""
"1 材料合成・薄膜形成","11 機械/熱/環境特性・耐久・リサイクル","https://doi.org/10.1038/s41565-021-00987-0","Subambient daytime radiative cooling textile based on nanoprocessed silk","",""
"4 触媒・電池・エネルギー材料・エネルギー変換技術の開発・性能向上","14 その他（複合材料・特殊構造体等）","https://doi.org/10.1038/s41565-022-01168-3","Metal–organic frameworks and covalent organic frameworks as disruptive membrane materials for energy-efficient gas separation","",""
"14 その他（複合材料・特殊構造体等）","13 レビュー・総説・動向分析・社会データ","https://doi.org/10.1038/s41565-022-01168-3","Metal–organic frameworks and covalent organic frameworks as disruptive membrane materials for energy-efficient gas separation","",""
"13 レビュー・総説・動向分析・社会データ","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-022-01168-3","Metal–organic frameworks and covalent organic frameworks as disruptive membrane materials for energy-efficient gas separation","",""
"6 環境・安全性・リスク評価・サステナビリティ・規制・社会実装","4 金属・合金・ナノ粒子・触媒材料","https://doi.org/10.1038/s41565-020-00799-8","Nanoscale engineering of catalytic materials for sustainable technologies","",""
"4 金属・合金・ナノ粒子・触媒材料","1 材料合成・薄膜形成","https://doi.org/10.1038/s41565-020-00799-8","Nanoscale engineering of catalytic materials for sustainable technologies","",""
"1 材料合成・薄膜形成","5 化学反応性・触媒活性・電気化学特性","https://doi.org/10.1038/s41565-020-00799-8","Nanoscale engineering of catalytic materials for sustainable technologies","",""
"2 デバイス・機能材料の設計・開発・動作・応用","9 バッテリー材料・電極・電解質","https://doi.org/10.1038/s41565-023-01341-2","A dielectric electrolyte composite with high lithium-ion conductivity for high-voltage solid-state lithium metal batteries","",""
"9 バッテリー材料・電極・電解質","10 マルチモーダル・複合的解析・統合手法","https://doi.org/10.1038/s41565-023-01341-2","A dielectric electrolyte composite with high lithium-ion conductivity for high-voltage solid-state lithium metal batteries","",""
"10 マルチモーダル・複合的解析・統合手法","5 化学反応性・触媒活性・電気化学特性","https://doi.org/10.1038/s41565-023-01341-2","A dielectric electrolyte composite with high lithium-ion conductivity for high-voltage solid-state lithium metal batteries","",""
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","6 リポソーム・LNP・バイオナノ材料","https://doi.org/10.1038/s41565-020-0732-3","Immune-mediated approaches against COVID-19","",""
"6 リポソーム・LNP・バイオナノ材料","13 レビュー・総説・動向分析・社会データ","https://doi.org/10.1038/s41565-020-0732-3","Immune-mediated approaches against COVID-19","",""
"13 レビュー・総説・動向分析・社会データ","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-020-0732-3","Immune-mediated approaches against COVID-19","",""
"2 デバイス・機能材料の設計・開発・動作・応用","14 その他（複合材料・特殊構造体等）","https://doi.org/10.1038/s41565-022-01193-2","Nanopore-based technologies beyond DNA sequencing","",""
"14 その他（複合材料・特殊構造体等）","12 DNA/RNA・分子ナノテク・バイオナノデバイス","https://doi.org/10.1038/s41565-022-01193-2","Nanopore-based technologies beyond DNA sequencing","",""
"12 DNA/RNA・分子ナノテク・バイオナノデバイス","10 計測技術・センシング・検出・イメージング","https://doi.org/10.1038/s41565-022-01193-2","Nanopore-based technologies beyond DNA sequencing","",""
"5 ナノバイオ・ナノメディシン・ドラッグデリバリー・診断治療の設計・応用","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-020-0765-7","2D metal–organic framework for stable perovskite solar cells with minimized lead leakage","",""
"1 二次元材料・層状材料・グラフェン・TMDs関連","2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","https://doi.org/10.1038/s41565-020-0765-7","2D metal–organic framework for stable perovskite solar cells with minimized lead leakage","",""
"2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","4 材料の安定性・耐久性・分散・リサイクル性等","https://doi.org/10.1038/s41565-020-0765-7","2D metal–organic framework for stable perovskite solar cells with minimized lead leakage","",""
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","5 ポリマー・高分子・有機材料・有機半導体","https://doi.org/10.1038/s41565-021-00903-6","Bilayer of polyelectrolyte films for spontaneous power generation in air up to an integrated 1,000 V output","",""
"5 ポリマー・高分子・有機材料・有機半導体","8 デバイス動作・システムレベル評価・応用","https://doi.org/10.1038/s41565-021-00903-6","Bilayer of polyelectrolyte films for spontaneous power generation in air up to an integrated 1,000 V output","",""
"8 デバイス動作・システムレベル評価・応用","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-021-00903-6","Bilayer of polyelectrolyte films for spontaneous power generation in air up to an integrated 1,000 V output","",""
"8 理論・計算・機構解明・モデリング・記述子・基礎科学の深化","2 ペロブスカイト・量子ドット・ナノ結晶材料","https://doi.org/10.1038/s41565-020-0683-8","Efficient, fast and reabsorption-free perovskite nanocrystal-based sensitized plastic scintillators","",""
"2 ペロブスカイト・量子ドット・ナノ結晶材料","8 デバイス動作・システムレベル評価・応用","https://doi.org/10.1038/s41565-020-0683-8","Efficient, fast and reabsorption-free perovskite nanocrystal-based sensitized plastic scintillators","",""
"8 デバイス動作・システムレベル評価・応用","6 発光・フォトニクス・スペクトル・非線形光学特性","https://doi.org/10.1038/s41565-020-0683-8","Efficient, fast and reabsorption-free perovskite nanocrystal-based sensitized plastic scintillators","",""
"4 触媒・電池・エネルギー材料・エネルギー変換技術の開発・性能向上","4 金属・合金・ナノ粒子・触媒材料","https://doi.org/10.1038/s41565-020-00812-0","Silica nanoparticles enhance disease resistance in Arabidopsis plants","",""
"4 金属・合金・ナノ粒子・触媒材料","7 ナノバイオ・医療・生体応用実験・評価","https://doi.org/10.1038/s41565-020-00812-0","Silica nanoparticles enhance disease resistance in Arabidopsis plants","",""
"7 ナノバイオ・医療・生体応用実験・評価","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-020-00812-0","Silica nanoparticles enhance disease resistance in Arabidopsis plants","",""
